id,id_transfermarkt,club_tm,nome,cognome,data_nascita,scadenza_contratto,id_giocatore,aggiornato_il
2936,96254.0,Associazione Calcio Milan,Pietro,Terracciano,1990-03-08,2027-06-30,,2026-09-08 22:24:25.793988+00:00
2937,182906.0,Associazione Calcio Milan,Mike,Maignan,1995-07-03,2031-06-30,,2026-09-08 22:24:25.793988+00:00
2938,939745.0,Associazione Calcio Milan,Lorenzo,Torriani,2005-01-31,2030-06-30,,2026-09-08 22:24:25.793988+00:00
2939,574671.0,Associazione Calcio Milan,Strahinja,Pavlović,2001-05-24,2028-06-30,,2026-09-08 22:24:25.793988+00:00
2940,1179195.0,Associazione Calcio Milan,Sankhoun,Diawara,2006-01-13,2031-06-30,,2026-09-08 22:24:25.793988+00:00
2941,323167.0,Associazione Calcio Milan,Matteo,Gabbia,1999-10-21,2029-06-30,,2026-09-08 22:24:25.793988+00:00
2942,618341.0,Associazione Calcio Milan,Mario,Gila,2000-08-29,2031-06-30,,2026-09-08 22:24:25.793988+00:00
2943,490384.0,Associazione Calcio Milan,Koni,De Winter,2002-06-12,2030-06-30,,2026-09-08 22:24:25.793988+00:00
2944,303254.0,Associazione Calcio Milan,Fikayo,Tomori,1997-12-19,2027-06-30,,2026-09-08 22:24:25.793988+00:00
2945,631007.0,Associazione Calcio Milan,Filippo,Terracciano,2003-02-08,2028-06-30,,2026-09-08 22:24:25.793988+00:00
2946,1136279.0,Associazione Calcio Milan,Valeri,Vladimirov,2008-06-05,2029-06-30,,2026-09-08 22:24:25.793988+00:00
2947,349599.0,Associazione Calcio Milan,Pervis,Estupiñán,1998-01-21,2030-06-30,,2026-09-08 22:24:25.793988+00:00
2948,503991.0,Associazione Calcio Milan,Yunus,Musah,2002-11-29,2028-06-30,,2026-09-08 22:24:25.793988+00:00
2949,381950.0,Associazione Calcio Milan,Alexis,Saelemaekers,1999-06-27,2031-06-30,,2026-09-08 22:24:25.793988+00:00
2950,182913.0,Associazione Calcio Milan,Adrien,Rabiot,1995-04-03,2028-06-30,,2026-09-08 22:24:25.793988+00:00
2951,27992.0,Associazione Calcio Milan,Luka,Modrić,1985-09-09,2027-06-30,,2026-09-08 22:24:25.793988+00:00
2952,608172.0,Associazione Calcio Milan,Ardon,Jashari,2002-07-30,2030-06-30,,2026-09-08 22:24:25.793988+00:00
2953,659516.0,Associazione Calcio Milan,Warren,Bondo,2003-09-15,2029-06-30,,2026-09-08 22:24:25.793988+00:00
2954,1058363.0,Associazione Calcio Milan,Christian,Comotto,2008-04-25,2031-06-30,,2026-09-08 22:24:25.793988+00:00
2955,887638.0,Associazione Calcio Milan,Davide,Bartesaghi,2005-12-29,2030-06-30,,2026-09-08 22:24:25.793988+00:00
2956,202886.0,Associazione Calcio Milan,Ruben,Loftus-Cheek,1996-01-23,2027-06-30,,2026-09-08 22:24:25.793988+00:00
2957,655006.0,Associazione Calcio Milan,Diego,Moreira,2004-08-06,2031-06-30,,2026-09-08 22:24:25.793988+00:00
2958,964087.0,Associazione Calcio Milan,Alphadjo,Cissè,2006-10-22,2030-06-30,,2026-09-08 22:24:25.793988+00:00
2959,401922.0,Associazione Calcio Milan,Samuel,Chukwueze,1999-05-22,2028-06-30,,2026-09-08 22:24:25.793988+00:00
2960,550550.0,Associazione Calcio Milan,Gonçalo,Ramos,2001-06-20,2031-06-30,,2026-09-08 22:24:25.793988+00:00
