id,id_transfermarkt,club_tm,nome,cognome,data_nascita,scadenza_contratto,id_giocatore,aggiornato_il,valore_mercato
5846,568559.0,Associazione Calcio Fiorentina,Radu,Drăgușin,2002-02-03,2027-06-30,,2026-09-12 22:24:47.274697+00:00,16000000.0
5847,282144.0,Associazione Calcio Fiorentina,Marin,Pongracic,1997-09-11,2029-06-30,,2026-09-12 22:24:47.274697+00:00,6500000.0
5848,950393.0,Associazione Calcio Fiorentina,,Viery,2005-01-02,2031-06-30,,2026-09-12 22:24:47.274697+00:00,6000000.0
5849,1186245.0,Associazione Calcio Fiorentina,Víctor,Valdepeñas,2006-10-20,,,2026-09-12 22:24:47.274697+00:00,5000000.0
5850,471936.0,Associazione Calcio Fiorentina,Oliver,Christensen,1999-03-22,2028-06-30,,2026-09-12 22:24:47.274697+00:00,1400000.0
5851,537602.0,Associazione Calcio Fiorentina,,João Mário,2000-01-03,2027-06-30,,2026-09-12 22:24:47.274697+00:00,8000000.0
5852,547985.0,Associazione Calcio Fiorentina,Fabiano,Parisi,2000-11-09,2029-06-30,,2026-09-12 22:24:47.274697+00:00,6000000.0
5853,135747.0,Associazione Calcio Fiorentina,Luca,Lezzerini,1995-03-24,2028-06-30,,2026-09-12 22:24:47.274697+00:00,350000.0
5854,401529.0,Associazione Calcio Fiorentina,,Dodô,1998-11-17,2027-06-30,,2026-09-12 22:24:47.274697+00:00,16000000.0
5855,346561.0,Associazione Calcio Fiorentina,Luca,Ranieri,1999-04-23,2028-06-30,,2026-09-12 22:24:47.274697+00:00,6000000.0
5856,59377.0,Associazione Calcio Fiorentina,David,de Gea,1990-11-07,2028-06-30,,2026-09-12 22:24:47.274697+00:00,3500000.0
5857,651005.0,Associazione Calcio Fiorentina,Cher,Ndour,2004-07-27,2029-06-30,,2026-09-12 22:24:47.274697+00:00,20000000.0
5858,934527.0,Associazione Calcio Fiorentina,Alieu,Njie,2005-05-14,2027-06-30,,2026-09-12 22:24:47.274697+00:00,3000000.0
5859,1350478.0,Associazione Calcio Fiorentina,Federico,Croci,2010-07-01,2029-06-30,,2026-09-12 22:24:47.274697+00:00,3000000.0
5860,386455.0,Associazione Calcio Fiorentina,Riccardo,Sottil,1999-06-03,2027-06-30,,2026-09-12 22:24:47.274697+00:00,3000000.0
5861,426620.0,Associazione Calcio Fiorentina,Pedro,Gonçalves,1998-06-28,2027-06-30,,2026-09-12 22:24:47.274697+00:00,25000000.0
5862,459128.0,Associazione Calcio Fiorentina,Marco,Brescianini,2000-01-20,2030-06-30,,2026-09-12 22:24:47.274697+00:00,9000000.0
5863,1057316.0,Associazione Calcio Fiorentina,Franco,Mastantuono,2007-08-14,2027-06-30,,2026-09-12 22:24:47.274697+00:00,45000000.0
5864,1279526.0,Associazione Calcio Fiorentina,Christ,Inao Oulaï,2006-04-06,,,2026-09-12 22:24:47.274697+00:00,28000000.0
5865,856530.0,Associazione Calcio Fiorentina,Mateo,Pellegrino,2001-10-22,2031-06-30,,2026-09-12 22:24:47.274697+00:00,15000000.0
5866,595809.0,Associazione Calcio Fiorentina,,Beto,1998-01-31,2030-06-30,,2026-09-12 22:24:47.274697+00:00,18000000.0
5867,741257.0,Associazione Calcio Fiorentina,Álex,Jiménez,2005-05-08,2027-06-30,,2026-09-12 22:24:47.274697+00:00,22000000.0
5868,855308.0,Associazione Calcio Fiorentina,Arthur,Atta,2003-01-14,2031-06-30,,2026-09-12 22:24:47.274697+00:00,25000000.0
5869,432090.0,Associazione Calcio Fiorentina,Nicolò,Fagioli,2001-02-12,2028-06-30,,2026-09-12 22:24:47.274697+00:00,16000000.0
5870,627626.0,Associazione Calcio Fiorentina,Wilfried,Gnonto,2003-11-05,2027-06-30,,2026-09-12 22:24:47.274697+00:00,16000000.0
5871,421873.0,Cagliari Calcio,Elia,Caprile,2001-08-25,2029-06-30,,2026-09-12 22:24:47.274697+00:00,15000000.0
5872,1228231.0,Cagliari Calcio,Juan,Rodríguez,2005-05-30,2030-06-30,,2026-09-12 22:24:47.274697+00:00,10000000.0
5873,304144.0,Cagliari Calcio,Alen,Sherri,1997-12-15,2028-06-30,,2026-09-12 22:24:47.274697+00:00,800000.0
5874,258482.0,Cagliari Calcio,Boris,Radunović,1996-05-26,2029-06-30,,2026-09-12 22:24:47.274697+00:00,500000.0
5875,289446.0,Cagliari Calcio,Yerry,Mina,1994-09-23,2028-06-30,,2026-09-12 22:24:47.274697+00:00,2500000.0
5876,406151.0,Cagliari Calcio,,Zé Pedro,1997-06-06,2028-06-30,,2026-09-12 22:24:47.274697+00:00,3000000.0
5877,568333.0,Cagliari Calcio,Adam,Obert,2002-08-23,2030-06-30,,2026-09-12 22:24:47.274697+00:00,7000000.0
5878,1039342.0,Cagliari Calcio,Raphael,Kofler,2005-04-26,2027-06-30,,2026-09-12 22:24:47.274697+00:00,5500000.0
5879,249126.0,Cagliari Calcio,Harry,Winks,1996-02-02,2028-06-30,,2026-09-12 22:24:47.274697+00:00,2500000.0
5880,911224.0,Cagliari Calcio,Alessandro,Romano,2006-06-17,2027-06-30,,2026-09-12 22:24:47.274697+00:00,2000000.0
5881,1134304.0,Cagliari Calcio,Joseph,Liteta,2006-02-22,2030-06-30,,2026-09-12 22:24:47.274697+00:00,3500000.0
5882,885226.0,Cagliari Calcio,Riyad,Idrissi,2005-06-13,2030-06-30,,2026-09-12 22:24:47.274697+00:00,4000000.0
5883,457444.0,Cagliari Calcio,Giuseppe,Aurelio,2000-03-22,2029-06-30,,2026-09-12 22:24:47.274697+00:00,600000.0
5884,235931.0,Cagliari Calcio,Alessandro,Deiola,1995-08-01,2029-06-30,,2026-09-12 22:24:47.274697+00:00,1500000.0
5885,405385.0,Cagliari Calcio,Yukinari,Sugawara,2000-06-28,2027-06-30,,2026-09-12 22:24:47.274697+00:00,5500000.0
5886,926839.0,Cagliari Calcio,Ivan,Sulev,2006-09-11,2029-06-30,,2026-09-12 22:24:47.274697+00:00,200000.0
5887,1048013.0,Cagliari Calcio,Nicola,Grandu,2006-07-15,2027-06-30,,2026-09-12 22:24:47.274697+00:00,300000.0
5888,539134.0,Cagliari Calcio,Daniel,Maldini,2001-10-11,2027-06-30,,2026-09-12 22:24:47.274697+00:00,9000000.0
5889,749552.0,Cagliari Calcio,Alieu,Fadera,2001-11-03,2027-06-30,,2026-09-12 22:24:47.274697+00:00,4500000.0
5890,915849.0,Cagliari Calcio,Yanis,Massolin,2002-09-20,2027-06-30,,2026-09-12 22:24:47.274697+00:00,4500000.0
5891,600041.0,Cagliari Calcio,Mattia,Felici,2001-04-17,2027-06-30,,2026-09-12 22:24:47.274697+00:00,2500000.0
5892,1078164.0,Cagliari Calcio,Demi,Akarakiri,2007-09-29,2030-06-30,,2026-09-12 22:24:47.274697+00:00,
5893,691482.0,Cagliari Calcio,Jacopo,Fazzini,2003-03-16,2027-06-30,,2026-09-12 22:24:47.274697+00:00,8500000.0
5894,564305.0,Cagliari Calcio,Michel,Adopo,2000-07-19,2029-06-30,,2026-09-12 22:24:47.274697+00:00,7000000.0
5895,1371793.0,Cagliari Calcio,Paul,Mendy,2007-01-13,2031-06-30,,2026-09-12 22:24:47.274697+00:00,7000000.0
5896,718201.0,Cagliari Calcio,,Kevin Carlos,2001-04-10,2027-06-30,,2026-09-12 22:24:47.274697+00:00,4000000.0
5897,1099924.0,Cagliari Calcio,Yael,Trepy,2006-05-20,2030-06-30,,2026-09-12 22:24:47.274697+00:00,2000000.0
5898,354814.0,Cagliari Calcio,M'Bala,Nzola,1996-08-18,2027-06-30,,2026-09-12 22:24:47.274697+00:00,4000000.0
5899,628558.0,Cagliari Calcio,Riccardo,Ciervo,2002-04-01,2027-06-30,,2026-09-12 22:24:47.274697+00:00,2000000.0
5900,197471.0,Cagliari Calcio,Roberto,Gagliardini,1994-04-07,2027-06-30,,2026-09-12 22:24:47.274697+00:00,1300000.0
5901,981998.0,Torino Calcio,Diego,Mascardi,2006-09-26,2031-06-30,,2026-09-12 22:24:47.274697+00:00,1300000.0
5902,492319.0,Torino Calcio,Franco,Israel,2000-04-22,2028-06-30,,2026-09-12 22:24:47.274697+00:00,2500000.0
5903,424015.0,Torino Calcio,Nathan,Patterson,2001-10-16,2029-06-30,,2026-09-12 22:24:47.274697+00:00,10000000.0
5904,746712.0,Torino Calcio,Pietro,Comuzzo,2005-02-20,2027-06-30,,2026-09-12 22:24:47.274697+00:00,18000000.0
5905,124555.0,Torino Calcio,Cristiano,Biraghi,1992-09-01,2027-06-30,,2026-09-12 22:24:47.274697+00:00,900000.0
5906,86784.0,Torino Calcio,Ricardo,Rodríguez,1992-08-25,2027-06-30,,2026-09-12 22:24:47.274697+00:00,1400000.0
5907,588426.0,Torino Calcio,Saúl,Coco,1999-02-09,2029-06-30,,2026-09-12 22:24:47.274697+00:00,7500000.0
5908,984964.0,Torino Calcio,Niccolò,Fortini,2006-02-13,2027-06-30,,2026-09-12 22:24:47.274697+00:00,10000000.0
5909,298583.0,Torino Calcio,Eray,Cömert,1998-02-04,2028-06-30,,2026-09-12 22:24:47.274697+00:00,2500000.0
5910,435228.0,Torino Calcio,Ardian,Ismajli,1996-09-30,2027-06-30,,2026-09-12 22:24:47.274697+00:00,5000000.0
5911,864306.0,Torino Calcio,Rafik,Belghali,2002-06-07,2027-06-30,,2026-09-12 22:24:47.274697+00:00,12000000.0
5912,308279.0,Torino Calcio,Rolando,Mandragora,1997-06-29,2030-06-30,,2026-09-12 22:24:47.274697+00:00,9000000.0
5913,622380.0,Torino Calcio,Cesare,Casadei,2003-01-10,2029-06-30,,2026-09-12 22:24:47.274697+00:00,15000000.0
5914,461943.0,Torino Calcio,Daniel,Bragança,1999-05-27,2027-06-30,,2026-09-12 22:24:47.274697+00:00,12000000.0
5915,743091.0,Torino Calcio,Emirhan,İlkhan,2004-06-01,2027-06-30,,2026-09-12 22:24:47.274697+00:00,6000000.0
5916,798929.0,Torino Calcio,Gvidas,Gineitis,2004-04-15,2029-06-30,,2026-09-12 22:24:47.274697+00:00,5500000.0
5917,1191921.0,Torino Calcio,Andrea,Luongo,2008-02-16,2029-06-30,,2026-09-12 22:24:47.274697+00:00,1000000.0
5918,1188619.0,Torino Calcio,Alessio,Cacciamani,2007-06-29,2031-06-30,,2026-09-12 22:24:47.274697+00:00,4500000.0
5919,293200.0,Torino Calcio,Nikola,Vlašić,1997-10-04,2027-06-30,,2026-09-12 22:24:47.274697+00:00,10000000.0
5920,613393.0,Torino Calcio,Gaetano,Oristanio,2002-09-28,2027-06-30,,2026-09-12 22:24:47.274697+00:00,5000000.0
5921,559333.0,Torino Calcio,Kian,Fitz-Jim,2003-07-05,2029-06-30,,2026-09-12 22:24:47.274697+00:00,3000000.0
5922,942103.0,Torino Calcio,Lapo,Siviero,2006-11-23,2029-06-30,,2026-09-12 22:24:47.274697+00:00,500000.0
5923,352041.0,Torino Calcio,Lucas,Perri,1997-12-10,2027-06-30,,2026-09-12 22:24:47.274697+00:00,10000000.0
5924,393238.0,Torino Calcio,Zakaria,Aboukhlal,2000-02-18,2029-06-30,,2026-09-12 22:24:47.274697+00:00,6000000.0
5925,282388.0,Torino Calcio,Giovanni,Simeone,1995-07-05,2028-06-30,,2026-09-12 22:24:47.274697+00:00,7000000.0
5926,364133.0,Torino Calcio,Pietro,Pellegri,2001-03-17,2027-06-30,,2026-09-12 22:24:47.274697+00:00,500000.0
5927,73794.0,Torino Calcio,Duván,Zapata,1991-04-01,2028-06-30,,2026-09-12 22:24:47.274697+00:00,2500000.0
5928,346779.0,Torino Calcio,Ché,Adams,1996-07-13,2027-06-30,,2026-09-12 22:24:47.274697+00:00,5000000.0
5929,357778.0,Torino Calcio,Sandro,Kulenović,1999-12-04,2029-06-30,,2026-09-12 22:24:47.274697+00:00,3500000.0
5930,315853.0,Football Club Internazionale Milano S.p.A.,Alessandro,Bastoni,1999-04-13,2028-06-30,,2026-09-12 22:24:47.274697+00:00,65000000.0
5931,70580.0,Football Club Internazionale Milano S.p.A.,Raffaele,Di Gennaro,1993-10-03,2027-06-30,,2026-09-12 22:24:47.274697+00:00,300000.0
5932,197929.0,Football Club Internazionale Milano S.p.A.,Ivan,Provedel,1994-03-17,2029-06-30,,2026-09-12 22:24:47.274697+00:00,3000000.0
5933,388516.0,Football Club Internazionale Milano S.p.A.,Josep,Martínez,1998-05-27,2029-06-30,,2026-09-12 22:24:47.274697+00:00,10000000.0
5934,186590.0,Football Club Internazionale Milano S.p.A.,John,Stones,1994-05-28,2028-06-30,,2026-09-12 22:24:47.274697+00:00,12000000.0
5935,198116.0,Football Club Internazionale Milano S.p.A.,Federico,Dimarco,1997-11-10,2028-06-30,,2026-09-12 22:24:47.274697+00:00,50000000.0
