id,id_transfermarkt,club_tm,nome,cognome,data_nascita,scadenza_contratto,id_giocatore,aggiornato_il,valore_mercato
5264,480116.0,Juventus Football Club,Lloyd,Kelly,1998-10-06,2029-06-30,,2026-09-11 22:24:41.006846+00:00,23000000.0
5265,346551.0,Juventus Football Club,Kamil,Grabara,1999-01-08,2027-06-30,,2026-09-11 22:24:41.006846+00:00,12000000.0
5266,413565.0,Juventus Football Club,Jhon,Lucumí,1998-06-26,2030-06-30,,2026-09-11 22:24:41.006846+00:00,22000000.0
5267,75411.0,Juventus Football Club,Carlo,Pinsoglio,1990-03-16,2027-06-30,,2026-09-11 22:24:41.006846+00:00,200000.0
5268,162959.0,Juventus Football Club,Daniele,Rugani,1994-07-29,2028-06-30,,2026-09-11 22:24:41.006846+00:00,2000000.0
5269,516716.0,Juventus Football Club,,Bremer,1997-03-18,2029-06-30,,2026-09-11 22:24:41.006846+00:00,35000000.0
5270,286047.0,Juventus Football Club,Guglielmo,Vicario,1996-10-07,2027-06-30,,2026-09-11 22:24:41.006846+00:00,18000000.0
5271,459658.0,Juventus Football Club,Andrea,Cambiaso,2000-02-20,2029-06-30,,2026-09-11 22:24:41.006846+00:00,20000000.0
5272,509022.0,Juventus Football Club,Federico,Gatti,1998-06-24,2030-06-30,,2026-09-11 22:24:41.006846+00:00,14000000.0
5273,463618.0,Juventus Football Club,Khéphren,Thuram,2001-03-26,2029-06-30,,2026-09-11 22:24:41.006846+00:00,38000000.0
5274,447661.0,Juventus Football Club,,Douglas Luiz,1998-05-09,2029-06-30,,2026-09-11 22:24:41.006846+00:00,18000000.0
5275,925845.0,Juventus Football Club,Augusto,Owusu,2005-01-28,2028-06-30,,2026-09-11 22:24:41.006846+00:00,600000.0
5276,265088.0,Juventus Football Club,Manuel,Locatelli,1998-01-08,2030-06-30,,2026-09-11 22:24:41.006846+00:00,25000000.0
5277,332697.0,Juventus Football Club,Weston,McKennie,1998-08-28,2030-06-30,,2026-09-11 22:24:41.006846+00:00,30000000.0
5278,360518.0,Juventus Football Club,Teun,Koopmeiners,1998-02-28,2029-06-30,,2026-09-11 22:24:41.006846+00:00,14000000.0
5279,845654.0,Juventus Football Club,Kenan,Yıldız,2005-05-04,2030-06-30,,2026-09-11 22:24:41.006846+00:00,75000000.0
5280,251075.0,Juventus Football Club,Zeki,Çelik,1997-02-17,2029-06-30,,2026-09-11 22:24:41.006846+00:00,14000000.0
5281,686965.0,Juventus Football Club,Juan,Cabal,2001-01-08,2029-06-30,,2026-09-11 22:24:41.006846+00:00,7000000.0
5282,568693.0,Juventus Football Club,Pape Matar,Sarr,2002-09-14,2027-06-30,,2026-09-11 22:24:41.006846+00:00,30000000.0
5283,487969.0,Juventus Football Club,Randal,Kolo Muani,1998-12-05,2031-06-30,,2026-09-11 22:24:41.006846+00:00,20000000.0
5284,486031.0,Juventus Football Club,Nico,González,1998-04-06,2029-06-30,,2026-09-11 22:24:41.006846+00:00,22000000.0
5285,455661.0,Juventus Football Club,Nick,Woltemade,2002-02-14,2027-06-30,,2026-09-11 22:24:41.006846+00:00,55000000.0
5286,929994.0,Juventus Football Club,Kerim,Alajbegovic,2007-09-21,2031-06-30,,2026-09-11 22:24:41.006846+00:00,25000000.0
5287,934878.0,Juventus Football Club,Jeff,Ekhator,2006-11-11,2031-06-30,,2026-09-11 22:24:41.006846+00:00,18000000.0
5288,216569.0,Juventus Football Club,Jérémie,Boga,1997-01-03,2029-06-30,,2026-09-11 22:24:41.006846+00:00,8000000.0
5289,585949.0,Juventus Football Club,Pierre,Kalulu,2000-06-05,2029-06-30,,2026-09-11 22:24:41.006846+00:00,32000000.0
5290,487474.0,Juventus Football Club,Francisco,Conceição,2002-12-14,2030-06-30,,2026-09-11 22:24:41.006846+00:00,30000000.0
5291,191891.0,Juventus Football Club,Arkadiusz,Milik,1994-02-28,2027-06-30,,2026-09-11 22:24:41.006846+00:00,1500000.0
5292,496857.0,Juventus Football Club,Edon,Zhegrova,1999-03-31,2030-06-30,,2026-09-11 22:24:41.006846+00:00,10000000.0
5293,481675.0,Società Sportiva Lazio S.p.A.,Christos,Mandas,2001-09-17,2029-06-30,,2026-09-11 22:24:41.006846+00:00,8000000.0
5294,916430.0,Società Sportiva Lazio S.p.A.,Edoardo,Motta,2005-01-13,2030-06-30,,2026-09-11 22:24:41.006846+00:00,8000000.0
5295,538079.0,Società Sportiva Lazio S.p.A.,Alessio,Furlanetto,2002-02-07,2028-06-30,,2026-09-11 22:24:41.006846+00:00,350000.0
5296,918957.0,Società Sportiva Lazio S.p.A.,Davide,Renzetti,2006-06-09,2027-06-30,,2026-09-11 22:24:41.006846+00:00,150000.0
5297,387047.0,Società Sportiva Lazio S.p.A.,Danilho,Doekhi,1998-06-30,2029-06-30,,2026-09-11 22:24:41.006846+00:00,13000000.0
5298,644408.0,Società Sportiva Lazio S.p.A.,Oliver,Provstgaard,2003-06-04,2029-06-30,,2026-09-11 22:24:41.006846+00:00,16000000.0
5299,357156.0,Società Sportiva Lazio S.p.A.,Diogo,Leite,1999-01-23,2028-06-30,,2026-09-11 22:24:41.006846+00:00,12000000.0
5300,371001.0,Società Sportiva Lazio S.p.A.,Josip,Sutalo,2000-02-28,2027-06-30,,2026-09-11 22:24:41.006846+00:00,12000000.0
5301,535955.0,Società Sportiva Lazio S.p.A.,Nuno,Tavares,2000-01-26,2029-06-30,,2026-09-11 22:24:41.006846+00:00,12000000.0
5302,126729.0,Società Sportiva Lazio S.p.A.,,Patric,1993-04-17,2027-06-30,,2026-09-11 22:24:41.006846+00:00,1500000.0
5303,1110645.0,Società Sportiva Lazio S.p.A.,Filipe,Bordon,2005-06-24,2028-06-30,,2026-09-11 22:24:41.006846+00:00,750000.0
5304,1253815.0,Società Sportiva Lazio S.p.A.,Ricardo,Bordon,2006-11-02,2027-06-30,,2026-09-11 22:24:41.006846+00:00,200000.0
5305,287700.0,Società Sportiva Lazio S.p.A.,Mohamed,Fares,1996-02-15,2027-06-30,,2026-09-11 22:24:41.006846+00:00,500000.0
5306,346567.0,Società Sportiva Lazio S.p.A.,Luca,Pellegrini,1999-03-07,2027-06-30,,2026-09-11 22:24:41.006846+00:00,4500000.0
5307,331401.0,Società Sportiva Lazio S.p.A.,Manuel,Lazzari,1993-11-29,2027-06-30,,2026-09-11 22:24:41.006846+00:00,2000000.0
5308,525704.0,Società Sportiva Lazio S.p.A.,Nicolò,Rovella,2001-12-04,2028-06-30,,2026-09-11 22:24:41.006846+00:00,23000000.0
5309,708086.0,Società Sportiva Lazio S.p.A.,Romano,Floriani Mussolini,2003-01-27,2028-06-30,,2026-09-11 22:24:41.006846+00:00,2500000.0
5310,199733.0,Società Sportiva Lazio S.p.A.,Danilo,Cataldi,1994-08-06,2027-06-30,,2026-09-11 22:24:41.006846+00:00,3500000.0
5311,982855.0,Società Sportiva Lazio S.p.A.,Reda,Belahyane,2004-06-01,2029-06-30,,2026-09-11 22:24:41.006846+00:00,6800000.0
